      41.0676  1.75774e-08
      41.2010  1.76030e-08
      41.3344  1.76305e-08
      41.4679  1.76543e-08
      41.6013  1.76836e-08
      41.7348  1.77074e-08
      41.8682  1.77367e-08
      42.0017  1.77660e-08
      42.1351  1.77934e-08
      42.2686  1.78117e-08
      42.4020  1.78209e-08
      42.5354  1.78209e-08
      42.6689  1.78191e-08
      42.8023  1.78117e-08
      42.9358  1.77971e-08
      43.0692  1.77879e-08
      43.2027  1.77678e-08
      43.3361  1.77513e-08
      43.4696  1.77330e-08
      43.6030  1.77184e-08
      43.7364  1.76964e-08
      43.8699  1.76762e-08
      44.0033  1.76488e-08
      44.1368  1.76305e-08
      44.2702  1.76213e-08
      44.4037  1.76213e-08
      44.5371  1.76378e-08
      44.6706  1.76579e-08
      44.8040  1.76854e-08
      44.9374  1.77110e-08
      45.0709  1.77293e-08
      45.2043  1.77422e-08
      45.3378  1.77403e-08
      45.4712  1.77403e-08
      45.6047  1.77385e-08
      45.7381  1.77385e-08
      45.8716  1.77440e-08
      46.0050  1.77531e-08
      46.1384  1.77623e-08
      46.2719  1.77715e-08
      46.4053  1.77751e-08
      46.5388  1.77733e-08
      46.6722  1.77696e-08
      46.8057  1.77623e-08
      46.9391  1.77605e-08
      47.0726  1.77660e-08
      47.2060  1.77788e-08
      47.3395  1.77953e-08
      47.4729  1.78044e-08
      47.6063  1.78062e-08
      47.7398  1.77953e-08
      47.8732  1.77751e-08
      48.0067  1.77458e-08
      48.1401  1.77202e-08
      48.2736  1.76964e-08
      48.4070  1.76799e-08
      48.5405  1.76671e-08
      48.6739  1.76524e-08
      48.8073  1.76451e-08
      48.9408  1.76305e-08
      49.0742  1.76195e-08
      49.2077  1.76122e-08
      49.3411  1.76140e-08
      49.4746  1.76213e-08
      49.6080  1.76415e-08
      49.7415  1.76689e-08
      49.8749  1.76909e-08
      50.0083  1.77165e-08
      50.1418  1.77330e-08
      50.2752  1.77495e-08
      50.4087  1.77513e-08
      50.5421  1.77477e-08
      50.6756  1.77330e-08
      50.8090  1.77074e-08
      50.9425  1.76799e-08
      51.0759  1.76415e-08
      51.2093  1.75993e-08
      51.3428  1.75627e-08
      51.4762  1.75279e-08
      51.6097  1.75023e-08
      51.7431  1.74913e-08
      51.8766  1.74895e-08
      52.0100  1.75060e-08
      52.1435  1.75298e-08
      52.2769  1.75645e-08
      52.4103  1.76067e-08
      52.5438  1.76396e-08
      52.6772  1.76707e-08
      52.8107  1.76854e-08
      52.9441  1.76891e-08
      53.0776  1.76872e-08
      53.2110  1.76744e-08
      53.3445  1.76598e-08
      53.4779  1.76506e-08
      53.6113  1.76378e-08
      53.7448  1.76378e-08
      53.8782  1.76378e-08
      54.0117  1.76415e-08
      54.1451  1.76433e-08
      54.2786  1.76469e-08
      54.4120  1.76506e-08
      54.5455  1.76598e-08
      54.6789  1.76726e-08
      54.8123  1.76781e-08
      54.9458  1.76854e-08
      55.0792  1.76836e-08
      55.2127  1.76744e-08
      55.3461  1.76634e-08
      55.4796  1.76451e-08
      55.6130  1.76231e-08
      55.7465  1.75993e-08
      55.8799  1.75810e-08
      56.0133  1.75645e-08
      56.1468  1.75572e-08
      56.2802  1.75536e-08
      56.4137  1.75591e-08
      56.5471  1.75792e-08
      56.6806  1.76122e-08
      56.8140  1.76415e-08
      56.9475  1.76598e-08
      57.0809  1.76689e-08
      57.2143  1.76689e-08
      57.3478  1.76598e-08
      57.4812  1.76451e-08
      57.6147  1.76231e-08
      57.7481  1.76012e-08
      57.8816  1.75774e-08
      58.0150  1.75591e-08
      58.1485  1.75407e-08
      58.2819  1.75188e-08
      58.4154  1.75005e-08
      58.5488  1.74840e-08
      58.6822  1.74712e-08
      58.8157  1.74620e-08
      58.9491  1.74565e-08
