      27.1526 -1.31613e-10
      27.2467 -8.48634e-11
      27.3408 -6.66825e-11
      27.4349 -5.10989e-11
      27.5289 -5.36961e-11
      27.6230 -6.66830e-11
      27.7171 -9.00578e-11
      27.8112 -1.10836e-10
      27.9053 -1.39405e-10
      27.9993 -1.62780e-10
      28.0934 -1.86156e-10
      28.1875 -2.09530e-10
      28.2816 -2.27711e-10
      28.3756 -2.27711e-10
      28.4697 -2.25114e-10
      28.5638 -2.04336e-10
      28.6579 -1.83559e-10
      28.7520 -1.49794e-10
      28.8460 -1.21224e-10
      28.9401 -9.78502e-11
      29.0342 -7.70710e-11
      29.1283 -6.14885e-11
      29.2224 -4.59047e-11
      29.3164 -3.03213e-11
      29.4105 -2.25297e-11
      29.5046 -6.94589e-12
      29.5987  8.45796e-13
      29.6927  1.38318e-11
      29.7868  2.16235e-11
      29.8809  2.94156e-11
      29.9750  3.46098e-11
      30.0691  3.98045e-11
      30.1631  3.46096e-11
      30.2572  2.16237e-11
      30.3513  6.04006e-12
      30.4454 -2.25295e-11
      30.5394 -5.88914e-11
      30.6335 -1.03044e-10
      30.7276 -1.47197e-10
      30.8217 -1.86155e-10
      30.9158 -2.14726e-10
      31.0098 -2.38100e-10
      31.1039 -2.56281e-10
      31.1980 -2.77059e-10
      31.2921 -2.95240e-10
      31.3862 -3.05629e-10
      31.4802 -3.23809e-10
      31.5743 -3.36796e-10
      31.6684 -3.49782e-10
      31.7625 -3.49782e-10
      31.8565 -3.49782e-10
      31.9506 -3.34198e-10
      32.0447 -3.29004e-10
      32.1388 -3.13421e-10
      32.2329 -3.08226e-10
      32.3269 -2.92642e-10
      32.4210 -2.84851e-10
      32.5151 -2.69267e-10
      32.6092 -2.56281e-10
      32.7033 -2.48490e-10
      32.7973 -2.27711e-10
      32.8914 -2.14725e-10
      32.9855 -2.04336e-10
      33.0796 -2.01738e-10
      33.1736 -2.01738e-10
      33.2677 -2.01738e-10
      33.3618 -2.04336e-10
      33.4559 -2.17323e-10
      33.5500 -2.25114e-10
      33.6440 -2.30309e-10
      33.7381 -2.32906e-10
      33.8322 -2.27712e-10
      33.9263 -2.17322e-10
      34.0203 -2.06933e-10
      34.1144 -2.01739e-10
      34.2085 -1.96544e-10
      34.3026 -2.04336e-10
      34.3967 -2.12128e-10
      34.4907 -2.35503e-10
      34.5848 -2.66671e-10
      34.6789 -2.87448e-10
      34.7730 -3.05629e-10
      34.8671 -3.26406e-10
      34.9611 -3.31601e-10
      35.0552 -3.34198e-10
      35.1493 -3.29004e-10
      35.2434 -3.18615e-10
      35.3374 -3.03032e-10
      35.4315 -2.71865e-10
      35.5256 -2.51087e-10
      35.6197 -2.40698e-10
      35.7138 -2.38100e-10
      35.8078 -2.40698e-10
      35.9019 -2.74462e-10
      35.9960 -3.18615e-10
      36.0901 -3.62768e-10
      36.1842 -3.96533e-10
      36.2782 -4.14713e-10
      36.3723 -4.09518e-10
      36.4664 -3.93935e-10
      36.5605 -3.70560e-10
      36.6545 -3.44588e-10
      36.7486 -3.31601e-10
      36.8427 -3.29004e-10
      36.9368 -3.31601e-10
      37.0309 -3.34199e-10
      37.1249 -3.36796e-10
      37.2190 -3.34198e-10
      37.3131 -3.34198e-10
      37.4072 -3.34198e-10
      37.5013 -3.39393e-10
      37.5953 -3.47185e-10
      37.6894 -3.54976e-10
      37.7835 -3.57573e-10
      37.8776 -3.60171e-10
      37.9716 -3.60171e-10
      38.0657 -3.57574e-10
      38.1598 -3.54977e-10
      38.2539 -3.54977e-10
      38.3480 -3.60171e-10
      38.4420 -3.73157e-10
      38.5361 -3.91337e-10
      38.6302 -4.12116e-10
      38.7243 -4.35491e-10
      38.8183 -4.61464e-10
      38.9124 -4.95228e-10
      39.0065 -5.23797e-10
      39.1006 -5.44575e-10
      39.1947 -5.54964e-10
      39.2887 -5.60158e-10
      39.3828 -5.49769e-10
      39.4769 -5.28992e-10
      39.5710 -4.92630e-10
      39.6651 -4.38088e-10
      39.7591 -3.86143e-10
